id,station,date,prcp,tobs
5277,USC00513117,2017-02-25,0.0,63.0
14794,USC00519281,2017-02-25,0.0,61.0
19382,USC00516128,2017-02-25,0.12,66.0
2550,USC00519397,2017-02-25,0.03,64.0
19383,USC00516128,2017-02-26,0.0,64.0
12024,USC00519523,2017-02-26,,67.0
5278,USC00513117,2017-02-26,0.0,63.0
14795,USC00519281,2017-02-26,0.0,67.0
7488,USC00514830,2017-02-26,,75.0
2551,USC00519397,2017-02-26,0.0,65.0
2552,USC00519397,2017-02-27,0.0,72.0
5279,USC00513117,2017-02-27,0.0,66.0
14796,USC00519281,2017-02-27,0.0,65.0
19384,USC00516128,2017-02-27,0.0,69.0
12025,USC00519523,2017-02-27,0.0,77.0
7489,USC00514830,2017-02-27,0.0,71.0
8934,USC00517948,2017-02-27,,69.0
8935,USC00517948,2017-02-28,,72.0
14797,USC00519281,2017-02-28,0.04,72.0
12026,USC00519523,2017-02-28,0.0,73.0
19385,USC00516128,2017-02-28,0.58,69.0
5280,USC00513117,2017-02-28,0.16,73.0
2553,USC00519397,2017-02-28,0.0,74.0
7490,USC00514830,2017-02-28,0.04,73.0
14798,USC00519281,2017-03-01,2.12,71.0
8936,USC00517948,2017-03-01,2.4,66.0
12027,USC00519523,2017-03-01,0.59,73.0
2554,USC00519397,2017-03-01,1.19,66.0
5281,USC00513117,2017-03-01,2.2,72.0
7491,USC00514830,2017-03-01,1.12,71.0
19386,USC00516128,2017-03-01,2.0,64.0
5282,USC00513117,2017-03-02,1.45,73.0
19387,USC00516128,2017-03-02,0.58,72.0
12028,USC00519523,2017-03-02,1.48,75.0
2555,USC00519397,2017-03-02,0.73,73.0
14799,USC00519281,2017-03-02,1.88,73.0
8937,USC00517948,2017-03-02,0.44,73.0
5283,USC00513117,2017-03-03,0.54,73.0
19388,USC00516128,2017-03-03,0.56,78.0
8938,USC00517948,2017-03-03,0.14,70.0
7492,USC00514830,2017-03-03,,73.0
2556,USC00519397,2017-03-03,0.47,69.0
12029,USC00519523,2017-03-03,0.25,74.0
14800,USC00519281,2017-03-03,0.27,72.0
14801,USC00519281,2017-03-04,0.0,77.0
19389,USC00516128,2017-03-04,0.0,70.0
12030,USC00519523,2017-03-04,0.0,77.0
2557,USC00519397,2017-03-04,0.0,74.0
5284,USC00513117,2017-03-04,0.0,76.0
14802,USC00519281,2017-03-05,0.41,73.0
2558,USC00519397,2017-03-05,0.35,71.0
5285,USC00513117,2017-03-05,0.1,70.0
19390,USC00516128,2017-03-05,0.35,68.0
2559,USC00519397,2017-03-06,0.0,69.0
12031,USC00519523,2017-03-06,,69.0
7493,USC00514830,2017-03-06,,74.0
14803,USC00519281,2017-03-06,0.03,67.0
5286,USC00513117,2017-03-06,0.51,66.0
19391,USC00516128,2017-03-06,0.0,76.0
8939,USC00517948,2017-03-06,,67.0
5287,USC00513117,2017-03-07,0.0,65.0
8940,USC00517948,2017-03-07,,67.0
7494,USC00514830,2017-03-07,0.0,74.0
14804,USC00519281,2017-03-07,0.0,62.0
2560,USC00519397,2017-03-07,0.0,68.0
19392,USC00516128,2017-03-07,0.0,72.0
7495,USC00514830,2017-03-08,0.0,74.0
14805,USC00519281,2017-03-08,0.0,64.0
2561,USC00519397,2017-03-08,0.0,71.0
5288,USC00513117,2017-03-08,0.0,70.0
8941,USC00517948,2017-03-08,,67.0
19393,USC00516128,2017-03-08,0.0,68.0
7496,USC00514830,2017-03-09,0.5,69.0
2562,USC00519397,2017-03-09,0.0,72.0
14806,USC00519281,2017-03-09,0.65,67.0
12032,USC00519523,2017-03-09,,70.0
8942,USC00517948,2017-03-09,0.0,68.0
5289,USC00513117,2017-03-09,0.8,67.0
19394,USC00516128,2017-03-09,0.01,72.0
19395,USC00516128,2017-03-10,0.0,65.0
14807,USC00519281,2017-03-10,0.03,66.0
7497,USC00514830,2017-03-10,0.13,75.0
2563,USC00519397,2017-03-10,0.0,68.0
12033,USC00519523,2017-03-10,0.0,69.0
8943,USC00517948,2017-03-10,0.0,68.0
5290,USC00513117,2017-03-10,0.13,68.0
2564,USC00519397,2017-03-11,0.0,71.0
14808,USC00519281,2017-03-11,0.01,81.0
12034,USC00519523,2017-03-11,0.0,81.0
5291,USC00513117,2017-03-11,0.03,68.0
19396,USC00516128,2017-03-11,0.0,82.0
7498,USC00514830,2017-03-12,,80.0
2565,USC00519397,2017-03-12,0.0,74.0
5292,USC00513117,2017-03-12,0.0,70.0
14809,USC00519281,2017-03-12,0.0,69.0
12035,USC00519523,2017-03-12,0.0,74.0
7499,USC00514830,2017-03-13,0.0,77.0
19397,USC00516128,2017-03-13,,69.0
5293,USC00513117,2017-03-13,0.0,70.0
8944,USC00517948,2017-03-13,,69.0
14810,USC00519281,2017-03-13,0.0,66.0
12036,USC00519523,2017-03-13,0.0,69.0
2566,USC00519397,2017-03-13,0.0,71.0
14811,USC00519281,2017-03-14,0.0,67.0
7500,USC00514830,2017-03-14,0.0,77.0
2567,USC00519397,2017-03-14,0.0,71.0
19398,USC00516128,2017-03-14,0.0,75.0
12037,USC00519523,2017-03-14,0.0,74.0
5294,USC00513117,2017-03-14,0.0,70.0
8945,USC00517948,2017-03-14,0.06,73.0
2568,USC00519397,2017-03-15,0.0,71.0
19399,USC00516128,2017-03-15,0.0,76.0
12038,USC00519523,2017-03-15,0.0,71.0
5295,USC00513117,2017-03-15,0.0,71.0
8946,USC00517948,2017-03-15,0.0,75.0
14812,USC00519281,2017-03-15,0.06,69.0
14813,USC00519281,2017-03-16,0.0,66.0
12039,USC00519523,2017-03-16,0.0,69.0
19400,USC00516128,2017-03-16,0.0,77.0
5296,USC00513117,2017-03-16,0.0,69.0
8947,USC00517948,2017-03-16,,71.0
2569,USC00519397,2017-03-16,0.0,70.0
7501,USC00514830,2017-03-16,,77.0
7502,USC00514830,2017-03-17,0.06,72.0
12040,USC00519523,2017-03-17,0.35,70.0
2570,USC00519397,2017-03-17,0.0,72.0
14814,USC00519281,2017-03-17,0.12,68.0
8948,USC00517948,2017-03-17,,72.0
5297,USC00513117,2017-03-17,0.19,69.0
12041,USC00519523,2017-03-18,0.0,74.0
7503,USC00514830,2017-03-18,0.0,76.0
19401,USC00516128,2017-03-18,,70.0
5298,USC00513117,2017-03-18,0.0,67.0
2571,USC00519397,2017-03-18,0.0,69.0
14815,USC00519281,2017-03-18,0.0,65.0
5299,USC00513117,2017-03-19,0.0,72.0
12042,USC00519523,2017-03-19,0.0,74.0
2572,USC00519397,2017-03-19,0.0,73.0
19402,USC00516128,2017-03-19,0.0,74.0
14816,USC00519281,2017-03-19,0.0,74.0
12043,USC00519523,2017-03-20,0.0,75.0
5300,USC00513117,2017-03-20,0.0,72.0
14817,USC00519281,2017-03-20,0.02,69.0
2573,USC00519397,2017-03-20,0.0,75.0
19403,USC00516128,2017-03-20,0.0,74.0
7504,USC00514830,2017-03-20,,77.0
19404,USC00516128,2017-03-21,0.0,72.0
14818,USC00519281,2017-03-21,0.09,72.0
2574,USC00519397,2017-03-21,0.0,75.0
12044,USC00519523,2017-03-21,0.0,75.0
5301,USC00513117,2017-03-21,0.0,73.0
7505,USC00514830,2017-03-21,0.0,76.0
14819,USC00519281,2017-03-22,0.0,73.0
2575,USC00519397,2017-03-22,0.0,74.0
5302,USC00513117,2017-03-22,0.0,74.0
7506,USC00514830,2017-03-22,0.0,76.0
19405,USC00516128,2017-03-22,0.0,72.0
12045,USC00519523,2017-03-22,0.0,75.0
7507,USC00514830,2017-03-23,0.0,78.0
5303,USC00513117,2017-03-23,0.0,74.0
2576,USC00519397,2017-03-23,0.0,70.0
12046,USC00519523,2017-03-23,0.02,75.0
19406,USC00516128,2017-03-23,0.03,70.0
14820,USC00519281,2017-03-23,0.0,72.0
2577,USC00519397,2017-03-24,0.02,73.0
7508,USC00514830,2017-03-24,0.15,75.0
19407,USC00516128,2017-03-24,0.17,70.0
5304,USC00513117,2017-03-24,0.6,72.0
14821,USC00519281,2017-03-24,0.12,71.0
12047,USC00519523,2017-03-24,0.07,76.0
19408,USC00516128,2017-03-25,0.48,72.0
12048,USC00519523,2017-03-25,0.43,75.0
2578,USC00519397,2017-03-25,0.0,76.0
5305,USC00513117,2017-03-25,0.13,72.0
14822,USC00519281,2017-03-25,0.93,76.0
2579,USC00519397,2017-03-26,0.0,76.0
5306,USC00513117,2017-03-26,0.0,75.0
12049,USC00519523,2017-03-26,0.0,80.0
14823,USC00519281,2017-03-26,0.0,77.0
19409,USC00516128,2017-03-26,0.0,72.0
19410,USC00516128,2017-03-27,0.0,74.0
12050,USC00519523,2017-03-27,0.0,76.0
2580,USC00519397,2017-03-27,0.0,75.0
14824,USC00519281,2017-03-27,0.01,76.0
5307,USC00513117,2017-03-27,0.0,74.0
7509,USC00514830,2017-03-27,,78.0
5308,USC00513117,2017-03-28,0.03,75.0
12051,USC00519523,2017-03-28,0.0,76.0
14825,USC00519281,2017-03-28,0.0,74.0
7510,USC00514830,2017-03-28,0.0,78.0
8949,USC00517948,2017-03-28,,73.0
2581,USC00519397,2017-03-28,0.0,77.0
19411,USC00516128,2017-03-28,0.68,69.0
7511,USC00514830,2017-03-29,0.03,77.0
5309,USC00513117,2017-03-29,0.0,73.0
2582,USC00519397,2017-03-29,0.0,76.0
14826,USC00519281,2017-03-29,0.01,68.0
19412,USC00516128,2017-03-29,0.07,69.0
8950,USC00517948,2017-03-29,,74.0
12052,USC00519523,2017-03-29,0.08,74.0
2583,USC00519397,2017-03-30,0.0,77.0
12053,USC00519523,2017-03-30,0.0,78.0
14827,USC00519281,2017-03-30,0.04,73.0
5310,USC00513117,2017-03-30,0.08,74.0
7512,USC00514830,2017-03-30,0.03,78.0
8951,USC00517948,2017-03-30,,77.0
14828,USC00519281,2017-03-31,0.01,71.0
5311,USC00513117,2017-03-31,0.0,74.0
12054,USC00519523,2017-03-31,0.0,75.0
19413,USC00516128,2017-03-31,,76.0
7513,USC00514830,2017-03-31,0.0,77.0
2584,USC00519397,2017-03-31,0.0,76.0
8952,USC00517948,2017-03-31,0.0,78.0
14829,USC00519281,2017-04-01,0.21,74.0
7514,USC00514830,2017-04-01,0.0,78.0
2585,USC00519397,2017-04-01,0.0,76.0
19414,USC00516128,2017-04-01,0.2,69.0
5312,USC00513117,2017-04-01,0.0,76.0
12055,USC00519523,2017-04-01,0.0,80.0
5313,USC00513117,2017-04-02,0.0,74.0
14830,USC00519281,2017-04-02,0.0,75.0
19415,USC00516128,2017-04-02,0.0,71.0
2586,USC00519397,2017-04-02,0.0,76.0
12056,USC00519523,2017-04-02,0.0,79.0
7515,USC00514830,2017-04-02,0.0,77.0
14831,USC00519281,2017-04-03,0.26,70.0
5314,USC00513117,2017-04-03,0.08,73.0
8953,USC00517948,2017-04-03,,75.0
2587,USC00519397,2017-04-03,0.0,77.0
19416,USC00516128,2017-04-03,0.23,73.0
7516,USC00514830,2017-04-03,0.09,77.0
12057,USC00519523,2017-04-03,0.0,76.0
5315,USC00513117,2017-04-04,0.04,72.0
7517,USC00514830,2017-04-04,0.0,76.0
14832,USC00519281,2017-04-04,0.09,67.0
12058,USC00519523,2017-04-04,0.0,78.0
2588,USC00519397,2017-04-04,0.0,76.0
8954,USC00517948,2017-04-04,0.0,75.0
19417,USC00516128,2017-04-04,0.02,75.0
2589,USC00519397,2017-04-05,0.0,78.0
8955,USC00517948,2017-04-05,0.0,73.0
14833,USC00519281,2017-04-05,0.1,71.0
19418,USC00516128,2017-04-05,0.45,69.0
5316,USC00513117,2017-04-05,0.04,72.0
7518,USC00514830,2017-04-05,0.07,77.0
12059,USC00519523,2017-04-05,0.0,77.0
19419,USC00516128,2017-04-06,0.0,72.0
7519,USC00514830,2017-04-06,0.0,76.0
8956,USC00517948,2017-04-06,0.0,73.0
12060,USC00519523,2017-04-06,0.0,76.0
5317,USC00513117,2017-04-06,0.0,73.0
2590,USC00519397,2017-04-06,0.0,77.0
14834,USC00519281,2017-04-06,0.06,67.0
8957,USC00517948,2017-04-07,0.0,76.0
2591,USC00519397,2017-04-07,0.0,77.0
7520,USC00514830,2017-04-07,0.0,76.0
12061,USC00519523,2017-04-07,0.0,78.0
14835,USC00519281,2017-04-07,0.0,74.0
5318,USC00513117,2017-04-07,0.0,74.0
14836,USC00519281,2017-04-08,0.0,77.0
19420,USC00516128,2017-04-08,,76.0
2592,USC00519397,2017-04-08,0.0,77.0
5319,USC00513117,2017-04-08,0.0,73.0
14837,USC00519281,2017-04-09,0.0,78.0
5320,USC00513117,2017-04-09,0.0,69.0
2593,USC00519397,2017-04-09,0.0,72.0
7521,USC00514830,2017-04-09,,77.0
19421,USC00516128,2017-04-09,0.0,70.0
12062,USC00519523,2017-04-09,,74.0
2594,USC00519397,2017-04-10,0.0,75.0
7522,USC00514830,2017-04-10,0.0,79.0
19422,USC00516128,2017-04-10,0.0,72.0
8958,USC00517948,2017-04-10,,75.0
14838,USC00519281,2017-04-10,0.01,67.0
5321,USC00513117,2017-04-10,0.01,71.0
12063,USC00519523,2017-04-10,0.0,75.0
5322,USC00513117,2017-04-11,0.03,75.0
2595,USC00519397,2017-04-11,0.0,79.0
14839,USC00519281,2017-04-11,0.03,70.0
7523,USC00514830,2017-04-11,0.16,77.0
12064,USC00519523,2017-04-11,0.0,82.0
19423,USC00516128,2017-04-11,0.25,71.0
8959,USC00517948,2017-04-11,,76.0
12065,USC00519523,2017-04-12,0.0,80.0
5323,USC00513117,2017-04-12,0.03,74.0
19424,USC00516128,2017-04-12,0.65,70.0
14840,USC00519281,2017-04-12,0.11,69.0
2596,USC00519397,2017-04-12,0.0,78.0
7524,USC00514830,2017-04-12,0.29,77.0
8960,USC00517948,2017-04-12,,74.0
8961,USC00517948,2017-04-13,,76.0
19425,USC00516128,2017-04-13,0.23,73.0
5324,USC00513117,2017-04-13,0.27,71.0
2597,USC00519397,2017-04-13,0.0,77.0
14841,USC00519281,2017-04-13,0.59,69.0
12066,USC00519523,2017-04-13,0.0,79.0
7525,USC00514830,2017-04-13,0.0,77.0
12067,USC00519523,2017-04-14,0.36,75.0
5325,USC00513117,2017-04-14,0.69,70.0
14842,USC00519281,2017-04-14,2.3,74.0
2598,USC00519397,2017-04-14,0.26,75.0
19426,USC00516128,2017-04-14,2.82,72.0
7526,USC00514830,2017-04-14,0.29,77.0
19427,USC00516128,2017-04-15,0.9,70.0
2599,USC00519397,2017-04-15,0.01,73.0
12068,USC00519523,2017-04-15,0.0,79.0
14843,USC00519281,2017-04-15,0.38,78.0
5326,USC00513117,2017-04-15,0.45,70.0
5327,USC00513117,2017-04-16,0.49,69.0
14844,USC00519281,2017-04-16,0.47,71.0
19428,USC00516128,2017-04-16,0.11,71.0
12069,USC00519523,2017-04-16,0.0,74.0
2600,USC00519397,2017-04-16,0.0,74.0
12070,USC00519523,2017-04-17,0.3,71.0
19429,USC00516128,2017-04-17,1.3,69.0
5328,USC00513117,2017-04-17,0.41,69.0
8962,USC00517948,2017-04-17,,72.0
2601,USC00519397,2017-04-17,0.02,74.0
7527,USC00514830,2017-04-17,,69.0
14845,USC00519281,2017-04-17,1.04,67.0
19430,USC00516128,2017-04-18,0.98,71.0
12071,USC00519523,2017-04-18,0.15,76.0
7528,USC00514830,2017-04-18,0.12,76.0
8963,USC00517948,2017-04-18,0.0,75.0
5329,USC00513117,2017-04-18,0.08,70.0
2602,USC00519397,2017-04-18,0.0,75.0
14846,USC00519281,2017-04-18,2.03,68.0
14847,USC00519281,2017-04-19,0.02,67.0
2603,USC00519397,2017-04-19,0.02,74.0
8964,USC00517948,2017-04-19,,76.0
5330,USC00513117,2017-04-19,0.02,70.0
19431,USC00516128,2017-04-19,0.14,71.0
7529,USC00514830,2017-04-19,0.0,83.0
12072,USC00519523,2017-04-19,0.0,74.0
2604,USC00519397,2017-04-20,0.05,78.0
7530,USC00514830,2017-04-20,0.0,74.0
19432,USC00516128,2017-04-20,0.0,69.0
12073,USC00519523,2017-04-20,0.35,76.0
5331,USC00513117,2017-04-20,0.33,75.0
8965,USC00517948,2017-04-20,,75.0
14848,USC00519281,2017-04-20,0.05,76.0
19433,USC00516128,2017-04-21,1.84,70.0
14849,USC00519281,2017-04-21,1.74,69.0
2605,USC00519397,2017-04-21,0.23,73.0
12074,USC00519523,2017-04-21,2.36,70.0
8966,USC00517948,2017-04-21,,74.0
5332,USC00513117,2017-04-21,1.16,70.0
7531,USC00514830,2017-04-21,1.05,70.0
5333,USC00513117,2017-04-22,1.01,74.0
2606,USC00519397,2017-04-22,0.32,76.0
19434,USC00516128,2017-04-22,1.35,73.0
14850,USC00519281,2017-04-22,1.58,72.0
7532,USC00514830,2017-04-22,0.7,74.0
19435,USC00516128,2017-04-23,0.35,70.0
5334,USC00513117,2017-04-23,0.02,75.0
14851,USC00519281,2017-04-23,0.06,76.0
2607,USC00519397,2017-04-23,0.03,77.0
14852,USC00519281,2017-04-24,0.01,68.0
5335,USC00513117,2017-04-24,0.0,76.0
8967,USC00517948,2017-04-24,,78.0
12075,USC00519523,2017-04-24,,80.0
19436,USC00516128,2017-04-24,0.05,75.0
2608,USC00519397,2017-04-24,0.0,77.0
7533,USC00514830,2017-04-24,,79.0
5336,USC00513117,2017-04-25,0.0,75.0
12076,USC00519523,2017-04-25,0.0,76.0
19437,USC00516128,2017-04-25,0.0,74.0
2609,USC00519397,2017-04-25,0.0,77.0
14853,USC00519281,2017-04-25,0.0,72.0
7534,USC00514830,2017-04-25,0.0,77.0
8968,USC00517948,2017-04-25,,78.0
2610,USC00519397,2017-04-26,0.0,77.0
5337,USC00513117,2017-04-26,0.0,78.0
12077,USC00519523,2017-04-26,0.01,81.0
7535,USC00514830,2017-04-26,0.14,78.0
19438,USC00516128,2017-04-26,0.22,77.0
14854,USC00519281,2017-04-26,0.02,74.0
19439,USC00516128,2017-04-27,0.11,76.0
2611,USC00519397,2017-04-27,0.0,78.0
14855,USC00519281,2017-04-27,0.19,70.0
5338,USC00513117,2017-04-27,0.1,73.0
8969,USC00517948,2017-04-27,,78.0
12078,USC00519523,2017-04-27,0.0,76.0
7536,USC00514830,2017-04-27,0.02,78.0
5339,USC00513117,2017-04-28,2.6,70.0
2612,USC00519397,2017-04-28,0.0,76.0
8970,USC00517948,2017-04-28,,76.0
14856,USC00519281,2017-04-28,0.76,67.0
7537,USC00514830,2017-04-28,0.09,77.0
19440,USC00516128,2017-04-28,0.79,71.0
12079,USC00519523,2017-04-28,0.0,76.0
7538,USC00514830,2017-04-29,0.95,71.0
19441,USC00516128,2017-04-29,0.0,68.0
12080,USC00519523,2017-04-29,6.25,70.0
14857,USC00519281,2017-04-29,0.37,72.0
5340,USC00513117,2017-04-29,0.35,66.0
2613,USC00519397,2017-04-29,0.12,72.0
2614,USC00519397,2017-04-30,0.89,63.0
5341,USC00513117,2017-04-30,1.21,61.0
19442,USC00516128,2017-04-30,0.8,58.0
12081,USC00519523,2017-04-30,1.31,64.0
7539,USC00514830,2017-04-30,1.17,63.0
14858,USC00519281,2017-04-30,1.04,60.0
7540,USC00514830,2017-05-01,0.03,78.0
5342,USC00513117,2017-05-01,0.07,68.0
2615,USC00519397,2017-05-01,0.26,75.0
14859,USC00519281,2017-05-01,0.13,65.0
19443,USC00516128,2017-05-01,0.25,73.0
12082,USC00519523,2017-05-01,0.07,73.0
2616,USC00519397,2017-05-02,0.0,78.0
7541,USC00514830,2017-05-02,0.01,76.0
14860,USC00519281,2017-05-02,0.01,75.0
19444,USC00516128,2017-05-02,0.0,79.0
5343,USC00513117,2017-05-02,0.03,73.0
12083,USC00519523,2017-05-02,0.0,78.0
2617,USC00519397,2017-05-03,0.0,78.0
7542,USC00514830,2017-05-03,0.01,78.0
5344,USC00513117,2017-05-03,0.01,74.0
14861,USC00519281,2017-05-03,0.01,70.0
12084,USC00519523,2017-05-03,0.0,78.0
12085,USC00519523,2017-05-04,0.0,77.0
2618,USC00519397,2017-05-04,0.0,78.0
7543,USC00514830,2017-05-04,0.08,77.0
14862,USC00519281,2017-05-04,0.0,75.0
5345,USC00513117,2017-05-04,0.0,77.0
19445,USC00516128,2017-05-04,,74.0
5346,USC00513117,2017-05-05,0.0,78.0
19446,USC00516128,2017-05-05,0.1,74.0
7544,USC00514830,2017-05-05,0.28,78.0
12086,USC00519523,2017-05-05,0.0,79.0
14863,USC00519281,2017-05-05,0.0,70.0
2619,USC00519397,2017-05-05,0.0,79.0
14864,USC00519281,2017-05-06,0.0,79.0
5347,USC00513117,2017-05-06,0.0,75.0
19447,USC00516128,2017-05-06,0.0,74.0
2620,USC00519397,2017-05-06,0.0,79.0
12087,USC00519523,2017-05-06,0.0,80.0
7545,USC00514830,2017-05-06,0.06,78.0
2621,USC00519397,2017-05-07,0.0,79.0
14865,USC00519281,2017-05-07,0.02,75.0
5348,USC00513117,2017-05-07,0.07,75.0
12088,USC00519523,2017-05-07,0.0,78.0
19448,USC00516128,2017-05-07,0.03,70.0
14866,USC00519281,2017-05-08,0.73,70.0
5349,USC00513117,2017-05-08,0.22,71.0
2622,USC00519397,2017-05-08,0.0,77.0
7546,USC00514830,2017-05-08,0.95,73.0
19449,USC00516128,2017-05-08,1.11,66.0
12089,USC00519523,2017-05-08,0.0,80.0
12090,USC00519523,2017-05-09,0.68,75.0
7547,USC00514830,2017-05-09,0.52,79.0
14867,USC00519281,2017-05-09,1.58,67.0
5350,USC00513117,2017-05-09,1.62,74.0
19450,USC00516128,2017-05-09,0.23,72.0
5351,USC00513117,2017-05-10,0.05,75.0
19451,USC00516128,2017-05-10,0.55,72.0
12091,USC00519523,2017-05-10,0.06,76.0
2623,USC00519397,2017-05-10,0.0,78.0
7548,USC00514830,2017-05-10,0.0,76.0
14868,USC00519281,2017-05-10,0.2,74.0
19452,USC00516128,2017-05-11,0.44,78.0
12092,USC00519523,2017-05-11,0.0,78.0
14869,USC00519281,2017-05-11,0.12,70.0
2624,USC00519397,2017-05-11,0.01,78.0
5352,USC00513117,2017-05-11,0.03,74.0
12093,USC00519523,2017-05-12,0.0,77.0
19453,USC00516128,2017-05-12,0.1,70.0
2625,USC00519397,2017-05-12,0.0,79.0
5353,USC00513117,2017-05-12,0.04,74.0
14870,USC00519281,2017-05-12,0.02,75.0
7549,USC00514830,2017-05-12,,78.0
2626,USC00519397,2017-05-13,0.0,79.0
12094,USC00519523,2017-05-13,0.0,76.0
19454,USC00516128,2017-05-13,0.1,71.0
14871,USC00519281,2017-05-13,0.12,76.0
5354,USC00513117,2017-05-13,0.02,75.0
14872,USC00519281,2017-05-14,0.17,77.0
5355,USC00513117,2017-05-14,0.05,75.0
12095,USC00519523,2017-05-14,0.0,78.0
2627,USC00519397,2017-05-14,0.0,77.0
19455,USC00516128,2017-05-14,1.0,70.0
5356,USC00513117,2017-05-15,0.08,75.0
12096,USC00519523,2017-05-15,0.06,77.0
7550,USC00514830,2017-05-15,,77.0
19456,USC00516128,2017-05-15,0.6,72.0
2628,USC00519397,2017-05-15,0.05,78.0
14873,USC00519281,2017-05-15,0.09,74.0
14874,USC00519281,2017-05-16,0.03,74.0
7551,USC00514830,2017-05-16,0.05,77.0
5357,USC00513117,2017-05-16,0.03,75.0
2629,USC00519397,2017-05-16,0.01,78.0
19457,USC00516128,2017-05-16,0.3,71.0
12097,USC00519523,2017-05-16,0.0,76.0
5358,USC00513117,2017-05-17,0.02,75.0
19458,USC00516128,2017-05-17,0.06,71.0
7552,USC00514830,2017-05-17,0.0,78.0
12098,USC00519523,2017-05-17,0.0,77.0
14875,USC00519281,2017-05-17,0.07,74.0
2630,USC00519397,2017-05-17,0.0,78.0
2631,USC00519397,2017-05-18,0.01,73.0
7553,USC00514830,2017-05-18,0.16,78.0
19459,USC00516128,2017-05-18,0.0,69.0
14876,USC00519281,2017-05-18,0.13,69.0
12099,USC00519523,2017-05-18,0.46,71.0
5359,USC00513117,2017-05-18,0.09,70.0
2632,USC00519397,2017-05-19,0.0,76.0
14877,USC00519281,2017-05-19,0.01,68.0
5360,USC00513117,2017-05-19,0.02,70.0
7554,USC00514830,2017-05-19,0.01,79.0
2633,USC00519397,2017-05-20,0.0,78.0
12100,USC00519523,2017-05-20,,79.0
19460,USC00516128,2017-05-20,,70.0
7555,USC00514830,2017-05-20,0.01,79.0
5361,USC00513117,2017-05-20,0.0,72.0
14878,USC00519281,2017-05-20,0.02,76.0
14879,USC00519281,2017-05-21,0.01,74.0
5362,USC00513117,2017-05-21,0.0,72.0
19461,USC00516128,2017-05-21,0.0,69.0
12101,USC00519523,2017-05-21,0.0,80.0
2634,USC00519397,2017-05-21,0.0,76.0
7556,USC00514830,2017-05-22,,79.0
14880,USC00519281,2017-05-22,0.06,71.0
12102,USC00519523,2017-05-22,0.0,76.0
19462,USC00516128,2017-05-22,0.3,72.0
5363,USC00513117,2017-05-22,0.0,76.0
2635,USC00519397,2017-05-22,0.0,77.0
7557,USC00514830,2017-05-23,0.11,78.0
12103,USC00519523,2017-05-23,0.0,76.0
14881,USC00519281,2017-05-23,0.06,71.0
19463,USC00516128,2017-05-23,0.44,69.0
2636,USC00519397,2017-05-23,0.08,87.0
5364,USC00513117,2017-05-23,0.02,73.0
7558,USC00514830,2017-05-24,0.1,76.0
2637,USC00519397,2017-05-24,0.13,77.0
12104,USC00519523,2017-05-24,0.61,76.0
5365,USC00513117,2017-05-24,0.58,75.0
14882,USC00519281,2017-05-24,0.3,74.0
19464,USC00516128,2017-05-24,2.17,70.0
12105,USC00519523,2017-05-25,0.55,75.0
14883,USC00519281,2017-05-25,0.2,74.0
2638,USC00519397,2017-05-25,0.15,77.0
7559,USC00514830,2017-05-25,0.07,79.0
5366,USC00513117,2017-05-25,0.37,69.0
19465,USC00516128,2017-05-25,0.88,75.0
12106,USC00519523,2017-05-26,0.0,77.0
14884,USC00519281,2017-05-26,0.0,74.0
5367,USC00513117,2017-05-26,0.02,73.0
19466,USC00516128,2017-05-26,0.0,72.0
7560,USC00514830,2017-05-26,0.0,79.0
19467,USC00516128,2017-05-27,0.5,72.0
5368,USC00513117,2017-05-27,0.0,69.0
7561,USC00514830,2017-05-27,0.0,79.0
2639,USC00519397,2017-05-27,0.01,74.0
12107,USC00519523,2017-05-27,0.0,79.0
14885,USC00519281,2017-05-27,0.0,74.0
19468,USC00516128,2017-05-28,0.0,73.0
2640,USC00519397,2017-05-28,0.02,76.0
5369,USC00513117,2017-05-28,0.29,71.0
7562,USC00514830,2017-05-28,0.02,77.0
12108,USC00519523,2017-05-28,0.0,82.0
14886,USC00519281,2017-05-28,0.08,80.0
7563,USC00514830,2017-05-29,0.0,79.0
12109,USC00519523,2017-05-29,0.0,80.0
5370,USC00513117,2017-05-29,0.02,71.0
2641,USC00519397,2017-05-29,0.0,75.0
14887,USC00519281,2017-05-29,0.4,74.0
14888,USC00519281,2017-05-30,1.12,72.0
7564,USC00514830,2017-05-30,0.04,81.0
12110,USC00519523,2017-05-30,0.11,78.0
5371,USC00513117,2017-05-30,0.2,74.0
2642,USC00519397,2017-05-30,0.26,76.0
19469,USC00516128,2017-05-30,,72.0
2643,USC00519397,2017-05-31,0.02,79.0
14889,USC00519281,2017-05-31,0.25,75.0
7565,USC00514830,2017-05-31,0.0,81.0
12111,USC00519523,2017-05-31,0.0,79.0
5372,USC00513117,2017-05-31,0.1,76.0
19470,USC00516128,2017-06-01,0.01,74.0
7566,USC00514830,2017-06-01,0.0,81.0
5373,USC00513117,2017-06-01,0.03,76.0
14890,USC00519281,2017-06-01,0.0,80.0
2644,USC00519397,2017-06-01,0.0,79.0
12112,USC00519523,2017-06-01,0.0,79.0
2645,USC00519397,2017-06-02,0.0,79.0
14891,USC00519281,2017-06-02,0.09,76.0
5374,USC00513117,2017-06-02,0.1,76.0
8971,USC00517948,2017-06-02,,79.0
12113,USC00519523,2017-06-02,0.0,81.0
7567,USC00514830,2017-06-02,0.15,78.0
